recordedBy,eventDate,scientificName,identifiedby,dateIdentified,associatedTaxa,reproductiveCondition,occurrenceRemarks,habitat,country,stateProvince,county,locality,locationRemarks,locationID,decimalLatitude,decimalLongitude,minimumElevationInMeters,permitURI,materialSampleID,materialSampleType,materialSample_catalogNumber,recordNumber-materialSample,storageLocation,disposition,numberCollected,numberAvailable,sourcePlantCount,preparationDate,dateStored,catalogNumber,recordNumber
Audrey Spencer,1/3/2021,Micranthes rhomboidea,Jan Wingate,6/8/2021,Cerastium arvense; Achillea millefolium; Taraxacum officinale; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Dry upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,125,AS35,Tissue Bank - Bin 26,in collection,1,1,1,,1/1/2021,,35
Audrey Spencer,1/4/2021,Cerastium arvense subsp. stricta,Jan Wingate,6/8/2021,Micranthes rhomboidea; Achillea millefolium; Taraxacum officinale; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Dry upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,126,AS36,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,36
Audrey Spencer,,Taraxacum officinale,Jan Wingate,6/8/2021,Micranthes rhomboidea; Achillea millefolium; Cerastium arvense; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Dry upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,127,AS37,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,37
Audrey Spencer,,Androsace septentrionalis,Jan Wingate,6/8/2021,Noccaea fendleri; Antennaria; Sedum lanceolatum; Pinus ponderosa; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 0. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,128,AS38,Tissue Bank - Bin 26,in collection,1,1,,1/1/2021,,,38
Audrey Spencer,1/7/2021,Mertensia lanceolata,Jan Wingate,6/8/2021,Bromus inermis; Micranthes rhomboidea; Achillea millefolium; Senecio integerrimus; Cerastium arvense,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 3. Slope aspect: N. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,129,AS39,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,,,39
Audrey Spencer,1/8/2021,Senecio integerrimus,Jan Wingate,6/8/2021,Cerastium arvense; Micranthes rhomboidea; Achillea millefolium; Taraxacum officinale; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,130,AS40,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,40
Audrey Spencer,1/9/2021,Noccaea fendleri subsp. glauca,Jan Wingate,6/8/2021,Androsace septentrionalis; Antennaria; Sedum lanceolatum; Pinus ponderosa; Bromus inermis,flower and fruit,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 0. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,131,AS41,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,41
Audrey Spencer,1/10/2021,Pulsatilla nuttalliana,Jan Wingate,6/8/2021,Antennaria; Mertensia lanceolata; Ribes cereum; Juniperus communis; Pinus ponderosa,flower and fruit,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,132,AS42,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,42
Audrey Spencer,1/1/2021,Alopecurus pratensis,Jan Wingate,6/8/2021,Calochortus gunnisonii; Bromus inermis; Cerastium arvense; Achillea millefolium; Micranthes rhomboidea,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Wet montane hay meadow. Edge of ephemeral pond in low-relief area of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: E. Soil description: gravelly loam. Terrain: shallow drainage.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.900043,-105.392893,2673,,,tissue,123,AS33,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,33
Audrey Spencer,1/2/2021,Alopecurus arundinaceus,Jan Wingate,6/8/2021,Achillea millefolium; Carex aquatilis; Juncus balticus; Carex nebrascensis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Wet montane meadow. Margins of spring-fed ditch with running water.Land use/disturbance history: grazing; irrigation. Slope in degrees: 0. Slope aspect: S. Soil description: silt.,United States of America,Colorado,Gilpin,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.898762,-105.398802,2712,,,tissue,124,AS34,Tissue Bank - Bin 26,in collection,1,1,1,,1/1/2021,,34
Audrey Spencer,1/3/2021,Micranthes rhomboidea,Jan Wingate,6/8/2021,Cerastium arvense; Achillea millefolium; Taraxacum officinale; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Dry upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,125,AS35,Tissue Bank - Bin 26,in collection,1,1,1,,1/1/2021,,35
Audrey Spencer,1/4/2021,Cerastium arvense subsp. stricta,Jan Wingate,6/8/2021,Micranthes rhomboidea; Achillea millefolium; Taraxacum officinale; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Dry upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,126,AS36,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,36
Audrey Spencer,,Taraxacum officinale,Jan Wingate,6/8/2021,Micranthes rhomboidea; Achillea millefolium; Cerastium arvense; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Dry upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,127,AS37,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,37
Audrey Spencer,,Androsace septentrionalis,Jan Wingate,6/8/2021,Noccaea fendleri; Antennaria; Sedum lanceolatum; Pinus ponderosa; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 0. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,128,AS38,Tissue Bank - Bin 26,in collection,1,1,,1/1/2021,,,38
Audrey Spencer,1/7/2021,Mertensia lanceolata,Jan Wingate,6/8/2021,Bromus inermis; Micranthes rhomboidea; Achillea millefolium; Senecio integerrimus; Cerastium arvense,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 3. Slope aspect: N. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,129,AS39,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,,,39
Audrey Spencer,1/8/2021,Senecio integerrimus,Jan Wingate,6/8/2021,Cerastium arvense; Micranthes rhomboidea; Achillea millefolium; Taraxacum officinale; Thermopsis rhombifolia; Sedum lanceolatum; Bromus inermis,flower,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Upland margins of wet meadow.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: sandy silt.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,130,AS40,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,40
Audrey Spencer,1/9/2021,Noccaea fendleri subsp. glauca,Jan Wingate,6/8/2021,Androsace septentrionalis; Antennaria; Sedum lanceolatum; Pinus ponderosa; Bromus inermis,flower and fruit,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 0. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,131,AS41,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,41
Audrey Spencer,1/10/2021,Pulsatilla nuttalliana,Jan Wingate,6/8/2021,Antennaria; Mertensia lanceolata; Ribes cereum; Juniperus communis; Pinus ponderosa,flower and fruit,Axton Ranch Floristic Inventory. Estimated frequency within viewshed: Common (101-500). Tissue sample collected. habit: rhizomatous,Montane hay meadow. Sandy/rocky roadside margin of meadow beneath Pinus ponderosa.Land use/disturbance history: grazing; irrigation; planted hay. Slope in degrees: 5. Slope aspect: N. Soil description: gravelly sand.,United States of America,Colorado,Jefferson,Axton Ranch Mountain Park. 450 acre parcel just east of Starr Peak and approximately 13.75 kilometers west north west of intersection of Colorado State highway 72 and Colorado State Highway 93.,Landowner: Kathleen Axton.,Axton Ranch,39.899922,-105.392874,2669,,,tissue,132,AS42,Tissue Bank - Bin 26,in collection,1,1,1,1/1/2021,1/1/2021,,42
